Data;Ora;Luogo;Feriti;Tipo Sinistro;Latitudine;Longitudine
08/02/2022;13:15;VIA PAISIELLO GIOVANNI di fronte al civico 58;1;F;38,134586;13,331314
08/02/2022;14:00;VIALE MICHELANGELO altezza del civico 17;2;F;38,140002;13,330393
08/02/2022;15:30;CORSO DEI MILLE altezza (inters.) VIA LAUDICINA ANTONINO;2;F;38,092541;13,409828
09/02/2022;01:40;CORSO CALATAFIMI intersezione con VIA ONORATO CARMELO;1;F;38,10917;13,345345
09/02/2022;07:30;VIALE REGIONE SICILIANA S.E. carr. laterale dir ct;1;F;;
09/02/2022;07:55;VIALE VENERE intersezione con VIA MARINAI ALLIATA;0;C;38,189655;13,328467
09/02/2022;08:10;VIALE REGIONE SICILIANA N.O. di fronte PIAZZALE LENNON;0;C;;
09/02/2022;09:55;VIA DUCA DELLA VERDURA intersezione con VIALE MARCHESE DI VILLABIANCA;0;C;38,134409;13,352358
09/02/2022;14:40;VIA LA MALFA UGO altezza del civico 153;1;F;38,165098;13,309551
09/02/2022;15:00;VIA CRISPI FRANCESCO intersezione VIA AMARI EMERICO;1;F;38,126895;13,362417
09/02/2022;15:30;VIA ORETO altezza del civico 440/A;3;F;38,096296;13,374217
09/02/2022;23:30;VIA MONTENERO pressi n? civico 1;0;C;38,14306;13,342558
10/02/2022;07:25;VIALE REGIONE SICILIANA S.E. in direzione di aut. tp VIA BONAGIA;1;F;;
10/02/2022;07:40;VIA TORREMUZZA intersezione SALITA MURA DELLE CATTIVE;1;F;38,117221;13,372169
10/02/2022;08:00;VIALE REGIONE SICILIANA S.E. altezza del civico 5440;0;C;38,151353;13,322708
10/02/2022;12:10;VIA EUGENIO L'EMIRO intersezione VIA SCOTO MICHELE;1;F;38,11342;13,334173
10/02/2022;13:00;VIALE STRASBURGO intersezione VIALE FRANCIA;1;F;38,156566;13,326699
10/02/2022;14:03;CORSO CALATAFIMI altezza del civico 202;1;F;38,107185;13,340476
10/02/2022;14:30;VIALE NICOLETTI ROSARIO in prossimit? di intersezione;0;C;;
10/02/2022;15:00;VIALE REGIONE SICILIANA in prossimit? di ponte corleone;0;C;;
10/02/2022;15:30;VIALE REGIONE SICILIANA S.E. altezza (spec.) -;0;C;;
10/02/2022;19:15;VIALE NICOLETTI ROSARIO di fronte Distrib. ESSO;0;C;;
10/02/2022;21:45;VIALE REGIONE SICILIANA N.O. altezza maria eleonora;1;F;38,11725;13,329228
10/02/2022;22:15;VIA POLO MARCO intersezione con CORSO FINOCCHIARO APRILE CAMILLO;2;F;;
11/02/2022;00:01;VIA GERACI MICO di fronte al civico 17;0;C;38,083676;13,360258
11/02/2022;02:40;PIAZZA PERANNI DOMENICO intersezione con VIA PAPIRETO;0;C;38,115207;13,353329
11/02/2022;07:30;VIALE REGIONE SICILIANA S.E. pressi -;0;C;;
11/02/2022;07:40;VIA DI BLASI E. GIOVANNI altezza del civico 98;1;F;38,122809;13,325312
11/02/2022;08:10;CORSO DEI MILLE altezza del civico 1419;1;F;38,086916;13,422354
11/02/2022;08:30;CORSO CALATAFIMI altezza del civico 360;0;C;38,105101;13,33532
11/02/2022;08:45;VIALE REGIONE SICILIANA N.O. altezza ponte lazio;0;C;;
11/02/2022;08:50;VIA MESSINA MARINE altezza buccheri la fer;1;F;38,106282;13,386147
11/02/2022;09:00;VIA MATER DOLOROSA intersezione VIA MARINAI ALLIATA;1;F;38,174649;13,332949
11/02/2022;11:00;VIA BONAFEDE GIULIO altezza del civico 24;0;C;38,12869;13,314868
11/02/2022;11:15;VIALE REGIONE SICILIANA carr. centrale 4006;1;F;38,089691;13,3722
11/02/2022;13:15;VIA ARTALE VITO GEN. intersezione con LARGO SANTORO ENRICO;1;F;38,098979;13,34859
11/02/2022;14:30;VIALE STRASBURGO intersezione con STRADELLA MONTALBANO;1;F;38,15748;13,325885
11/02/2022;17:00;VIA BASILE ERNESTO intersezione VIA PELLIGRA SALVATORE;1;F;38,097967;13,346147
11/02/2022;17:30;PIAZZA GIOVANNI PAOLO II PAPA altezza del civico 26;0;C;38,151454;13,337176
11/02/2022;23:45;VIALE REGIONE SICILIANA N.O. intersezione VIALE MICHELANGELO;2;F;38,140429;13,330868
12/02/2022;02:50;VIA PRINCIPE DI PALAGONIA intersezione VIA ZANDONAI RICCARDO;2;F;38,133274;13,336878
12/02/2022;16:00;VIA LANZA DI SCALEA GIUSEPPE in prossimit? di ROTATORIA CON;1;F;38,086278;13,401522
12/02/2022;20:00;VIA MESSINA MARINE altezza del civico 197;1;F;38,106351;13,385949
12/02/2022;23:40;VIALE ERCOLE a mt. 700 da case roc;0;C;;
13/02/2022;00:45;VIA CAVOUR CAMILLO di fronte via villermosa;0;C;38,121725;13,35983
13/02/2022;02:00;VIA SERGIO PAPA I altezza del civico 77;0;C;38,156444;13,370749
13/02/2022;03:30;VIA ROCCELLA GUSTAVO altezza del civico 191;0;C;38,086278;13,401522
13/02/2022;11:15;VIA RIZZO AMMIRAGLIO altezza del civico 3;1;F;38,144393;13,367697
13/02/2022;12:30;VIA SICILIANO VILLANUEVA LUIGI di fronte al civico 12;0;C;38,109967;13,357358
13/02/2022;16:00;VIA STABILE MARIANO intersezione con VIA WAGNER RICCARDO;2;F;38,123413;13,358849
13/02/2022;19:15;VIA MIGLIACCIO MARIANO intersezione VIALE LEONARDO DA VINCI;1;F;38,129278;13,332032
13/02/2022;23:30;VIA LINCOLN intersezione con VIA GARIBALDI;0;C;38,111535;13,368296
14/02/2022;07:45;VIA DEL FERVORE di fronte al civico 10;1;F;38,124316;13,349952
14/02/2022;09:51;FORO UMBERTO I di fronte al civico 21/A;1;F;38,116235;13,374598
14/02/2022;10:30;VIA DI GIOVANNI FILIPPO altezza del civico 76;0;C;38,161375;13,329476
14/02/2022;12:00;VIA MARINAI ALLIATA altezza del civico 8;0;C;38,187406;13,328991
14/02/2022;16:00;VIALE REGIONE SICILIANA altezza ponte lazio;0;C;;
14/02/2022;17:50;VIA DELLA LIBERTA' altezza del civico 44;0;C;38,129804;13,352296
15/02/2022;03:00;VIALE LAZIO altezza SOVRAPONTE;0;C;38,140682;13,33164
15/02/2022;08:05;VIALE LEONARDO DA VINCI altezza (spec.) ruggeri;0;C;38,126818;13,318274
15/02/2022;08:10;VIALE LEONARDO DA VINCI intersezione con VIA RUGGERI LEONARDO;0;C;38,126828;13,318245
15/02/2022;10:45;VIA MADDALENA UMBERTO altezza del civico 114;1;F;38,105381;13,30999
15/02/2022;12:00;VIALE REGIONE SICILIANA N.O. altezza del civico 10750;1;F;;
15/02/2022;13:55;VIALE REGIONE SICILIANA N.O. altezza del civico 3024;0;C;38,131192;13,329817
15/02/2022;14:10;PIAZZA BOCCACCIO GIOVANNI a mt. .;0;C;38,135377;13,346708
15/02/2022;15:20;VIA MONTELEONE nr. 58;0;C;38,12013;13,360735
15/02/2022;16:00;VIALE NICOLETTI ROSARIO altezza del civico 48/50;1;F;38,19202;13,288661
15/02/2022;16:00;VIALE LAZIO altezza (inters.) VIA VALDINOTO;1;F;38,141666;13,336617
15/02/2022;23:05;VIA LEOPARDI GIACOMO intersezione con VIA PIPITONE FEDERICO GIUSEPPE;0;C;38,135699;13,344963
16/02/2022;01:15;VIA MESSINA MARINE intersezione con VIA GALLETTI;1;F;38,096493;13,428451
16/02/2022;07:30;VIALE REGIONE SICILIANA N.O. altezza del civico 2601;1;F;38,126877;13,329811
16/02/2022;08:15;VIA PINDEMONTE altezza del civico 80;1;F;38,1087;13,340244
16/02/2022;08:30;VIA DELLA LIBERTA' altezza del civico 163;1;F;38,138257;13,346876
16/02/2022;09:15;VIA ROMA intersezione con VIA STABILE MARIANO;2;F;38,123717;13,359633
16/02/2022;10:10;VIA SCIUTI GIUSEPPE altezza (inters.) VIA VASTA PIETRO PAOLO;1;F;38,137944;13,339828
16/02/2022;12:00;VIALE DEL FANTE altezza del civico 3;1;F;38,149069;13,342865
16/02/2022;13:05;VIA CRISPI FRANCESCO altezza del civico DF 1;0;C;38,120731;13,366183
16/02/2022;13:50;VIA BASILE ERNESTO in prossimit? di G. VITO ARTALE;1;F;;
16/02/2022;19:10;CORSO TUKORY intersezione con VIA DI CRISTINA GIOVANNI;0;C;38,108568;13,358035
16/02/2022;23:15;VIA MESSINA MARINE altezza del civico 76;1;F;38,10664;13,384924
17/02/2022;05:20;CORSO DEI MILLE altezza del civico 1393;0;C;;
17/02/2022;08:30;PIAZZA PRINCIPE DI CAMPOREALE altezza del civico 6;1;F;38,118614;13,342358
17/02/2022;11:00;VIA BASILE ERNESTO altezza del civico 198;1;F;38,100636;13,347593
17/02/2022;12:40;VIA ERRANTE VINCENZO intersezione con VIA ORETO;0;C;38,108389;13,366194
17/02/2022;13:35;VIA VILLAGRAZIA intersezione con VIALE REGIONE SICILIANA S.E.;1;F;38,086631;13,349248
17/02/2022;18:50;VIA SPADOLINI GIOVANNI in prossimit? di san lorenzo;3;F;38,169221;13,311129
17/02/2022;19:00;VIA TORRETTA nr. 51;1;F;38,197768;13,272964
17/02/2022;19:30;VIA ROMA nr. 312;2;F;38,119426;13,362225
17/02/2022;20:30;VIALE REGIONE SICILIANA N.O. carreggiata centrale TP metrico 1514;0;C;;
17/02/2022;20:45;VIA SALINAS ANTONINO altezza del civico CIVICO 68;1;F;38,129587;13,345858
18/02/2022;07:55;VIA CASTELLANA altezza del civico 34;1;F;38,125693;13,3065
18/02/2022;08:30;VIA ROMA intersezione con VIA TRIESTE;1;F;38,11121;13,366254
18/02/2022;08:40;PIAZZA VIRGILIO intersezione VIA SEGESTA;1;F;38,12391;13,348626
18/02/2022;09:45;VIA BASSI UGO intersezione con VIA OMODEI FRANCESCO;1;F;38,129839;13,355868
18/02/2022;10:48;VIA ROMA di fronte al civico 347;0;C;38,120501;13,361719
18/02/2022;14:20;VIALE REGIONE SICILIANA S.E. altezza PONTE CORLEONE;0;C;38,089968;13,344317
18/02/2022;15:15;VIALE CAMPANIA altezza (spec.) brigata verona;0;C;38,144063;13,339724
18/02/2022;16:30;VIA BALCESCU NICOLA intersezione VIA DI BLASI E. GIOVANNI;1;F;38,122019;13,331176
18/02/2022;17:59;PIAZZA CASTELFORTE intersezione VIALE VENERE;0;C;38,188881;13,322702
18/02/2022;18:15;CORSO CALATAFIMI altezza del civico 15;0;C;38,111954;13,352239
18/02/2022;18:30;VIA MORELLO NUNZIO intersezione con VIA COSTANTINO DOMENICO;0;C;38,131511;13,344848
19/02/2022;01:30;VIA LINCOLN in prossimit? di Foro Umberto I;0;C;38,115167;13,376132
19/02/2022;03:45;VIA PARLATORE FILIPPO altezza del civico 54;1;F;38,125276;13,343536
19/02/2022;12:00;VIA BONELLO MATTEO nr. 54;0;C;38,116258;13,353488
19/02/2022;16:10;LARGO CARNEVALE SALVATORE intersezione VIA ALCIONE;0;C;;
19/02/2022;17:45;PIAZZA UNITA' D'ITALIA intersezione con VIA GIUSTI GIUSEPPE;0;C;38,137366;13,344554
19/02/2022;19:30;VIA POLITO intersezione con LARGO DEGLI EMIRI;1;F;38,116748;13,3386
19/02/2022;19:45;VIA ROMA altezza del civico 345;1;F;38,120469;13,361736
19/02/2022;21:40;VIA LANZA DI SCALEA GIUSEPPE altezza rotatoria;1;F;;
19/02/2022;23:15;VIA MESSINA MARINE altezza del civico 365;3;F;38,103697;13,392413
20/02/2022;00:15;VIA TOLOMEA intersezione con VIA PINDARO;2;F;38,207351;13,32129
20/02/2022;01:30;VIA ORETO altezza (inters.) VIA LO BIANCO SALVATORE;0;C;38,095995;13,374202
20/02/2022;05:30;VIA ADRIA GIAN GIACOMO di fronte al civico 4;0;C;38,125304;13,343225
20/02/2022;23:00;VIA ROMA intersezione con VIA LOMBARDI ELIODORO;1;F;;
21/02/2022;03:00;VIA CAVOUR CAMILLO altezza del civico 119;0;C;38,121855;13,360276
21/02/2022;08:20;VIALE STRASBURGO altezza del civico 562;1;F;38,162133;13,321658
21/02/2022;10:40;VIA SAVARESE NINO altezza (spec.) 500 mt t.natale;3;F;38,183015;13,295015
21/02/2022;11:20;VIA CALA altezza del civico 64;0;C;38,118702;13,368058
21/02/2022;12:00;VIA VILLAGRAZIA altezza del civico 176;0;C;38,08698;13,339416
21/02/2022;14:40;CORSO TUKORY di fronte al civico 137;1;F;38,1088;13,358971
21/02/2022;17:00;VIA PADOVANI FRANCESCO altezza del civico 1;0;C;38,121453;13,34032
21/02/2022;19:30;CORSO DEI MILLE intersezione con VICOLO NUCCIO;1;F;38,102368;13,38049
21/02/2022;23:45;VIALE REGIONE SICILIANA S.E. nr. 568;0;C;38,098716;13,333499
22/02/2022;08:30;VIA DALLA CHIESA C. A. GEN. intersezione con VIA DUCA DELLA VERDURA;2;F;38,134401;13,352391
22/02/2022;09:30;VIALE DELLE ALPI altezza del civico 12;0;C;38,139461;13,336752
22/02/2022;13:00;VIALE AMEDEO D'AOSTA intersezione VIA MILORO SANTA;1;F;38,1037;13,386458
22/02/2022;14:00;VIA SICILIA altezza del civico 21;0;C;38,144119;13,341103
22/02/2022;14:20;VIALE REGIONE SICILIANA carr. laterale alt PAGLIARELLI;0;C;;
23/02/2022;03:00;VIA PISACANE CARLO altezza del civico 10;0;C;38,109148;13,363255
23/02/2022;03:00;VIA D'ASARO PIETRO nr. 32;0;C;38,122301;13,347908
23/02/2022;09:30;VIALE MARCHESE DI VILLABIANCA nr. 59;1;F;38,135765;13,351445
23/02/2022;11:40;VIA DI MARCO VINCENZO intersezione VIA ILARDI PIETRO;0;C;38,135686;13,350414
23/02/2022;17:45;LUNGOMARE COLOMBO CRISTOFORO altezza del civico 2343;1;F;38,18421;13,363339
23/02/2022;18:30;VIA GOETHE intersezione con VIA TURRISI NICOLO';1;F;38,119873;13,35078
23/02/2022;18:45;PIAZZA PRINCIPE DI CAMPOREALE intersezione VIA PERPIGNANO;0;C;38,119824;13,339608
23/02/2022;19:40;VIA BELGIO nr. 8;1;F;38,150006;13,328488
23/02/2022;21:15;CORSO ALBERTO AMEDEO altezza del civico 48G;1;F;38,112979;13,352237
23/02/2022;22:30;VIA SCARLATTI ALESSANDRO intersezione con VIA DONIZETTI GAETANO;0;C;38,11929;13,357707
24/02/2022;06:55;VIA LA FARINA GIUSEPPE intersezione con VIA SAMMARTINO;1;F;38,128296;13,347985
24/02/2022;15:30;VIA CATANIA intersezione con VIA CUSMANO GIACOMO;0;C;38,126782;13,346748
24/02/2022;15:40;VIA PERPIGNANO intersezione con VIA SAVONAROLA GIROLAMO;2;F;38,120012;13,321047
24/02/2022;18:40;CORSO CALATAFIMI intersezione VIA MARINUZZI GINO;1;F;38,104885;13,334781
24/02/2022;21:20;VIALE REGIONE SICILIANA altezza 6672;1;F;38,086782;13,399375
25/02/2022;09:00;VIA CRISPI FRANCESCO altezza del civico 250;2;F;38,129342;13,361038
25/02/2022;11:00;VIA FLORIO altezza del civico 81;1;F;38,167237;13,322573
25/02/2022;11:15;VIA BONELLO MATTEO intersezione con VIA DELLA INCORONAZIONE;0;C;38,114269;13,355258
25/02/2022;12:45;VIA CARTA GIUSEPPE altezza del civico 3;0;C;38,163299;13,326325
25/02/2022;14:30;VIALE LAZIO intersezione VIALE DELLE ALPI;0;C;38,141194;13,335139
25/02/2022;15:00;PIAZZALE BOLIVAR SIMON intersezione con VIA PARTANNA MONDELLO;1;F;38,189652;13,298875
25/02/2022;16:30;FORO UMBERTO I altezza (spec.) DI FRONTE;1;F;;
26/02/2022;02:10;VIA MORELLO NUNZIO intersezione con VIA RAPISARDI MARIO;1;F;38,134091;13,343415
26/02/2022;04:00;VIA DEI FIORI altezza del civico 14;1;F;38,100966;13,327504
26/02/2022;13:00;VIALE REGIONE SICILIANA N.O. carr. laterale alt. civ. 1039;1;F;38,113171;13,329767
26/02/2022;13:00;VIA MESSINA MARINE intersezione VIA BEN GIOBAIR;1;F;38,103255;13,393476
26/02/2022;14:20;VIA MANIACI GIUSEPPE altezza del civico 8;1;F;38,088635;13,354466
26/02/2022;16:45;VIA MONTE S.CALOGERO altezza del civico 29;0;C;38,153907;13,324111
26/02/2022;17:30;VIALE REGIONE SICILIANA N.O. altezza (spec.) p.le Lennon;1;F;38,131865;13,330409
26/02/2022;21:10;VIA JUVARA ALOISIO intersezione con VIA SPEDALIERI NICOLO';1;F;38,138768;13,361788
27/02/2022;00:01;VIA TURR STEFANO intersezione con VIA SIRTORI GIUSEPPE GEN.;0;C;38,127424;13,341465
27/02/2022;00:25;VIA BONANNO PIETRO altezza (spec.) 4,1 km;0;C;;
27/02/2022;03:25;VIALE REGIONE SICILIANA intersezione VIALE LAZIO;0;C;38,139662;13,331724
27/02/2022;03:50;VIALE REGIONE SICILIANA N.O. nr. 3260;0;C;38,128034;13,329935
27/02/2022;07:00;VIALE DEL FANTE intersezione con CASE ROCCA;3;M;38,139622;13,331713
27/02/2022;12:00;VIA THAON DE REVEL PAOLO AMM. altezza (inters.) VIA ALTAVILLA;0;C;38,144063;13,360252
27/02/2022;21:00;VIA CENTURIPE altezza del civico 17;0;C;38,132075;13,297922
28/02/2022;08:50;VIALE LEONARDO DA VINCI intersezione VIA CARNEVALE EMANUELE;1;F;38,129131;13,331418
28/02/2022;09:15;CORSO CALATAFIMI intersezione VIALE REGIONE SICILIANA S.E.;1;F;38,103308;13,33088
28/02/2022;11:00;VIA ROCCAZZO intersezione con VIA PETRULLA;0;C;38,122731;13,309195
28/02/2022;14:55;VIA MADONIA VINCENZO intersezione con VIA UGHETTI GIOVANBATTISTA;1;F;38,099184;13,356523
28/02/2022;22:20;VIA DON ORIONE intersezione con VIA DON GNOCCHI;0;C;38,14115;13,362327
01/03/2022;00:30;VIA BISAZZA FELICE intersezione VIA PARISIO CATALDO;0;C;38,125729;13,337239
01/03/2022;14:10;VIALE REGIONE SICILIANA N.O. altezza (spec.) SOTT BELG - TP;0;C;;
01/03/2022;15:45;VIA NIGRA COSTANTINO intersezione con VIA PRINCIPE DI VILLAFRANCA;1;F;38,129427;13,349426
01/03/2022;16:00;VIA ALTOFONTE altezza del civico 229/b;2;F;38,079516;13,323015
01/03/2022;20:40;VIA SOFOCLE intersezione con VIA PARTANNA MONDELLO;0;C;38,193758;13,303464
01/03/2022;23:45;PIAZZA STRAUSS RICCARDO di fronte al civico 31;0;C;38,135824;13,338822
02/03/2022;08:30;PIAZZA BOIARDO MATTEO MARIA intersezione con VIA NOTARBARTOLO EMANUELE;0;C;;
02/03/2022;13:45;VIALE REGIONE SICILIANA N.O. di fronte al civico 2217;1;F;38,123322;13,329408
02/03/2022;14:20;VIALE REGIONE SICILIANA N.O. altezza d.f mazzarello;1;F;38,122441;13,328918
02/03/2022;19:00;VIA SPINUZZA SALVATORE altezza del civico 21;0;C;38,121418;13,360427
03/03/2022;01:20;PASSAGGIO DE FELICE GIUFFRIDA G.PPE nr. 3;0;C;38,097528;13,40642
03/03/2022;05:20;VIA NAPOLI altezza del civico 26;0;C;38,117544;13,36196
03/03/2022;08:00;VIA SERRADIFALCO intersezione VIA DANTE;1;F;38,121304;13,340585
03/03/2022;08:10;VIA ADRIA GIAN GIACOMO in prossimit? di via C.G. Garufi;1;F;38,124932;13,341634
03/03/2022;09:20;VIA SALVO ROSARIO altezza (inters.) VIA CUBA;1;F;38,105559;13,341028
03/03/2022;10:30;VIALE REGIONE SICILIANA S.E. altezza (spec.) -;0;C;;
03/03/2022;11:30;VIA PRINCIPE DI PALAGONIA altezza del civico 135;1;F;38,134766;13,3364
03/03/2022;18:08;CORSO DEI MILLE di fronte al civico 526;1;F;38,101126;13,382541
03/03/2022;18:30;VIA ORETO intersezione VIA STAZZONE;1;F;38,102846;13,369783
03/03/2022;22:00;VIA CAVOUR CAMILLO altezza del civico 151;1;F;38,121387;13,358485
04/03/2022;09:20;VIA CAMPOLO GIOVANNI intersezione con VIA PACINOTTI ANTONIO;1;F;38,128741;13,335572
04/03/2022;10:00;VIALE REGIONE SICILIANA N.O. altezza del civico 2973;0;C;;
04/03/2022;12:10;VIALE GALILEO GALILEI nr. 94/B;0;C;38,135381;13,332982
04/03/2022;13:50;VIALE REGIONE SICILIANA S.E. di fronte al civico 1618;2;F;38,118194;13,328615
04/03/2022;17:20;VIA PIANO DELL'UCCIARDONE altezza (spec.) carcere;0;C;38,133339;13,359245
04/03/2022;19:30;VIA PADRE MASSIMILIANO KOLBE di fronte al civico 31;4;F;38,094288;13,4238
04/03/2022;23:00;VIA S.LORENZO in prossimit? di civ. 275;0;C;38,167653;13,314249
05/03/2022;05:35;VIA TRICOMI ERNESTO altezza 2;0;C;38,100464;13,358464
05/03/2022;07:15;VIALE DIANA altezza (inters.) VIALE ERCOLE;0;C;;
05/03/2022;10:45;VIA SACCO E VANZETTI intersezione VIALE XXVII MAGGIO;1;F;38,098185;13,405206
05/03/2022;12:15;VIA BERGAMO nr. 3;1;F;38,103751;13,368571
05/03/2022;16:45;VIA VILLAGRAZIA altezza del civico 102/i;1;F;38,08991;13,35334
05/03/2022;23:00;CORSO DEI MILLE altezza del civico 1317/e;1;F;38,091826;13,411854
06/03/2022;04:30;VIA PONTE DI MARE pressi via adorno;2;F;;
06/03/2022;06:10;VIA ARMAFORTE EMANUELE nr. 28;0;C;38,125308;13,339559
06/03/2022;09:55;VIA CAMPOLO GIOVANNI intersezione con VIA SERRADIFALCO;1;F;38,12943;13,337951
06/03/2022;11:55;CORSO TUKORY altezza del civico 81;0;C;38,109648;13,362935
06/03/2022;17:40;VIALE REGIONE SICILIANA N.O. altezza e. di blasi;0;C;;
06/03/2022;19:40;VIA CRISPI FRANCESCO altezza (spec.) via Sammuzzo;0;C;;
06/03/2022;20:05;VIA LUTHER KING MARTIN intersezione LARGO WILLY BRANDT;1;F;;
06/03/2022;23:55;VIA ROMA altezza del civico 300;2;F;38,11872;13,362545
07/03/2022;03:00;PIAZZA CASCINO ANTONINO GEN. intersezione VIA SADAT ANWAR;2;F;38,143082;13,356925
07/03/2022;08:00;VIA ORETO nr. 336 Corsia late;0;C;;
07/03/2022;08:30;VIA DONIZETTI GAETANO intersezione con VIA SCARLATTI ALESSANDRO;1;F;38,119287;13,357706
07/03/2022;09:10;VIA TURRISI NICOLO' altezza del civico 46;0;C;38,119933;13,351256
07/03/2022;09:30;VIA RIZZO AMMIRAGLIO intersezione con PIAZZA CASCINO ANTONINO GEN.;1;F;38,14326;13,357587
07/03/2022;10:20;VIA MORSELLI EMANUELE intersezione con VIA DELL'AUTONOMIA SICILIANA;1;F;38,142775;13,356176
07/03/2022;10:25;PIAZZA INDIPENDENZA altezza amat;1;F;;
07/03/2022;11:30;VIA ARCOLEO GIORGIO altezza del civico 7;1;F;38,10865;13,35998
07/03/2022;12:20;PIAZZA CRISPI FRANCESCO intersezione con VIA DELLA LIBERTA';1;F;38,130212;13,352106
07/03/2022;14:45;VIA CAPPUCCINI altezza del civico 161/A;1;F;38,110841;13,345133
07/03/2022;15:50;VIA ARCOLEO GIUSEPPE altezza del civico 35;0;C;;
07/03/2022;19:20;VIALE AMEDEO D'AOSTA altezza del civico 76;0;C;38,100933;13,384168
07/03/2022;19:50;VIALE REGIONE SICILIANA S.E. altezza ENI dir. TP;0;C;;
07/03/2022;23:15;VIALE REGIONE SICILIANA N.O. di fronte distrib LUKOIL;0;R;;
08/03/2022;08:25;VIA CONTESSA ADELASIA intersezione con VIA VILLA CAPUTO;1;F;38,117196;13,346507
08/03/2022;08:30;VIALE REGIONE SICILIANA N.O. altezza del civico 3385 DIR TP;0;C;;
08/03/2022;10:30;VIA BELGIO intersezione VIA NEBRODI(DEI);0;C;;
08/03/2022;13:10;VIA ARCHIRAFI intersezione VIA FEDELE FORTUNATO;2;F;38,109309;13,373807
08/03/2022;13:20;VIALE REGIONE SICILIANA S.E. in prossimit? di 1914;0;C;;
08/03/2022;14:00;PIAZZA GIULIO CESARE intersezione VIA PALMERI NICCOLO';1;F;38,110436;13,367382
08/03/2022;14:00;VIA LIGURIA intersezione VIA TOSCANA;0;C;38,144256;13,337072
08/03/2022;16:45;PIAZZA TUMMINELLO VINCENZO altezza (inters.) VIA MESSINA MARINE;2;F;38,112764;13,378089
08/03/2022;19:40;PIAZZA INDIPENDENZA altezza VIA CAPPUCCINI;1;F;38,11103;13,34999
08/03/2022;19:45;VIA ALESSI GIUSEPPE altezza (inters.) VIA D'ALIA ANTONINO;1;F;38,141402;13,352886
08/03/2022;23:20;VIA GUERRAZZI F.SCO DOMENICO intersezione VIA ZISA;2;F;38,1157;13,343404
09/03/2022;08:25;VIA BASILE ERNESTO altezza del civico 108;0;C;;
09/03/2022;10:25;VIALE REGIONE SICILIANA S.E. intersezione VIA ORETO;0;C;;
09/03/2022;12:30;VIALE STRASBURGO intersezione VIA PREZZOLINI GIUSEPPE;0;C;38,160404;13,323185
09/03/2022;12:35;VIA VILLAGRAZIA intersezione con VIA ERACLEA MINOA;1;F;38,092064;13,357891
09/03/2022;18:00;VIA MESSINA MARINE altezza del civico 449/n;0;C;38,099523;13,404395
09/03/2022;22:10;VIA CALA intersezione VIA CASSARI;1;F;38,118891;13,367101
10/03/2022;01:00;VIALE DE MAURO MAURO in direzione di Borgo Nuovo VIA CASTELLANA;0;M;38,126104;13,302231
10/03/2022;04:10;VIA CRISPI FRANCESCO intersezione PIAZZA DELLA PACE;0;C;;
10/03/2022;08:00;VIA GALLETTI altezza del civico 136 L;1;F;38,090069;13,432495
10/03/2022;09:20;VIA ORETO di fronte al civico 336;1;F;38,100353;13,371578
10/03/2022;11:20;VIALE REGIONE SICILIANA S.E. altezza C.C.Pagliarelli;0;C;38,09204;13,341207
10/03/2022;12:00;VIA SAMPOLO di fronte al civico 44;1;F;38,135833;13,355885
10/03/2022;13:10;VIA RESTIVO EMPEDOCLE intersezione VIALE EMILIA;0;C;38,145315;13,335328
10/03/2022;15:50;VIALE REGIONE SICILIANA S.E. carr. centrale dir tp bonagia;1;F;38,093316;13,340307
10/03/2022;18:00;VIA ROMA altezza del civico 307;1;F;38,119694;13,362095
10/03/2022;19:00;VIA NARBONE ALESSIO altezza del civico 51;1;F;38,119724;13,34481
10/03/2022;19:08;VIA ACCASCINA MARIA intersezione VIA ORETO;1;F;;
10/03/2022;21:20;VIA BORREMANS GUGLIELMO intersezione VIA PRINCIPE DI PALAGONIA;1;F;38,133263;13,336869
10/03/2022;22:30;VIA PALMERINO altezza del civico 80;0;R;38,090869;13,3211
11/03/2022;02:54;VIALE REGIONE SICILIANA N.O. altezza del civico 4365;0;C;38,143182;13,331294
11/03/2022;07:50;VIA MAZZINI altezza del civico 49;0;C;38,127467;13,355065
11/03/2022;13:00;VIALE REGIONE SICILIANA N.O. intersezione VIA S.MARIA MAZZARELLO;1;F;38,121132;13,328614
11/03/2022;13:30;VIA MALASPINA pressi civ. 111;1;F;38,126183;13,345012
11/03/2022;13:55;VIALE REGIONE SICILIANA N.O. carr. centrale -VIA UDITORE;2;F;38,128196;13,327358
11/03/2022;14:55;VIALE REGIONE SICILIANA N.O. in prossimit? di 8850;0;C;38,172591;13,297828
