"cod_reg","cod_prov","pro_com","comune","ar_kmq","ar_id_p3","ar_id_p2","ar_id_p1","aridp3_p","aridp2_p","aridp1_p","pop_res011","pop_gio","pop_gio_p","pop_adu","pop_adu_p","pop_anz","pop_anz_p","pop_idr_p3","pop_idr_p2","pop_idr_p1","popidp3_p","popidp2_p","popidp1_p","fam_tot","fam_idr_p3","fam_idr_p2","fam_idr_p1","famidp3_p","famidp2_p","famidp1_p","ed_tot","ed_idr_p3","ed_idr_p2","ed_idr_p1","edidp3_p","edidp2_p","edidp1_p","im_tot","im_idr_p3","im_idr_p2","im_idr_p1","imidp3_p","imidp2_p","imidp1_p","n_vir","bbcc_id_p3","bbcc_id_p2","bbcc_id_p1","bbccidp3_p","bbccidp2_p","bbccidp1_p","ar_fr_p4","ar_fr_p3","ar_fr_p2","ar_fr_p1","ar_fr_aa","ar_fr_p3p4","ar_frp4_p","ar_frp3_p","ar_frp2_p","ar_frp1_p","ar_fraa_p","ar_frp3p4p","pop_fr_p4","pop_fr_p3","pop_fr_p2","pop_fr_p1","pop_fr_aa","popfr_p3p4","popfrp4_p","popfrp3_p","popfrp2_p","popfrp1_p","popfraa_p","popfrp3p4p","fam_fr_p4","fam_fr_p3","fam_fr_p2","fam_fr_p1","fam_fr_aa","famfr_p3p4","famfrp4_p","famfrp3_p","famfrp2_p","famfrp1_p","famfraa_p","famfrp3p4p","ed_fr_p4","ed_fr_p3","ed_fr_p2","ed_fr_p1","ed_fr_aa","ed_fr_p3p4","edfrp4_p","edfrp3_p","edfrp2_p","edfrp1_p","edfraa_p","edfrp3p4p","im_fr_p4","im_fr_p3","im_fr_p2","im_fr_p1","im_fr_aa","imfr_p3p4","imfrp4_p","imfrp3_p","imfrp2_p","imfrp1_p","imfraa_p","imfrp3p4p","bbcc_fr_p4","bbcc_fr_p3","bbcc_fr_p2","bbcc_fr_p1","bbcc_fr_aa","bbccfrp3p4","bbccfrp4_p","bbccfrp3_p","bbccfrp2_p","bbccfrp1_p","bbccfraa_p","bbccfrp34p"
1,1,1152,"Mezzenile",29.087,0.187,0.207,0.25,0.643,0.712,0.859,834,91,10.911,484,58.034,259,31.055,3,10,23,0.36,1.199,2.758,430,1,4,10,0.233,0.93,2.326,869,3,7,16,0.345,0.806,1.841,43,0,1,1,0,2.326,2.326,4,0,0,0,0,0,0,1.157,1.577,0.016,0,0,2.734,3.978,5.422,0.055,0,0,9.399,2,0,4,0,0,2,0.24,0,0.48,0,0,0.24,1,0,2,0,0,1,0.233,0,0.465,0,0,0.233,3,0,7,0,0,3,0.345,0,0.806,0,0,0.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13,13144,"Maslianico",1.288,0.027,0.055,0.142,2.096,4.27,11.025,3305,452,13.676,2101,63.57,752,22.753,35,113,556,1.059,3.419,16.823,1469,16,49,246,1.089,3.336,16.746,441,5,15,72,1.134,3.401,16.327,197,3,11,29,1.523,5.584,14.721,3,0,0,0,0,0,0,0,0.011,0.091,0,0,0.011,0,0.854,7.065,0,0,0.854,0,5,455,0,0,5,0,0.151,13.767,0,0,0.151,0,2,202,0,0,2,0,0.136,13.751,0,0,0.136,0,1,59,0,0,1,0,0.227,13.379,0,0,0.227,0,0,18,0,0,0,0,0,9.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1085,"Cinzano",6.196,0,0.001,0.002,0,0.016,0.032,375,57,15.2,234,62.4,84,22.4,0,0,0,0,0,0,176,0,0,0,0,0,0,220,0,0,0,0,0,0,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0.12,0.019,0,0,0,0.139,1.937,0.307,0,0,0,2.243,15,0,0,0,0,15,4,0,0,0,0,4,8,0,0,0,0,8,4.545,0,0,0,0,4.545,9,0,0,0,0,9,4.091,0,0,0,0,4.091,1,0,0,0,0,1,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1,4,4022,"Bernezzo",25.845,0.081,0.087,0.109,0.313,0.337,0.422,3785,706,18.653,2534,66.948,545,14.399,13,20,48,0.343,0.528,1.268,1510,5,8,19,0.331,0.53,1.258,1371,5,8,18,0.365,0.584,1.313,285,1,1,3,0.351,0.351,1.053,3,0,0,0,0,0,0,0.005,0,0,0,0,0.005,0.019,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1086,"Ciriè",17.733,0.781,2.423,6.094,4.404,13.664,34.365,18415,2428,13.185,11808,64.122,4179,22.693,40,1135,1959,0.217,6.163,10.638,7902,17,489,821,0.215,6.188,10.39,3126,6,188,495,0.192,6.014,15.835,1942,6,80,120,0.309,4.119,6.179,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,7006,"Avise",52.617,1.679,3.029,3.068,3.191,5.757,5.831,348,70,20.115,218,62.644,60,17.241,2,8,20,0.575,2.299,5.747,152,1,4,9,0.658,2.632,5.921,286,2,7,15,0.699,2.448,5.245,29,0,1,3,0,3.448,10.345,6,1,1,1,16.667,16.667,16.667,11.621,30.802,9.574,0,0,42.423,22.086,58.54,18.196,0,0,80.626,8,33,115,0,0,41,2.299,9.483,33.046,0,0,11.782,4,15,50,0,0,19,2.632,9.868,32.895,0,0,12.5,15,53,85,0,0,68,5.245,18.531,29.72,0,0,23.776,2,5,11,0,0,7,6.897,17.241,37.931,0,0,24.138,0,2,2,0,0,2,0,33.333,33.333,0,0,33.333
4,21,21074,"Rio di Pusteria",83.823,0,0,0,0,0,0,2912,519,17.823,1961,67.342,432,14.835,-1,0,0,-1,0,0,1080,-1,0,0,-1,0,0,857,-1,0,0,-1,0,0,305,-1,0,0,-1,0,0,7,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,21,21075,"Rodengo",29.618,0,0.204,0.204,0,0.689,0.689,1195,216,18.075,795,66.527,184,15.397,-1,91,91,-1,7.615,7.615,419,-1,32,32,-1,7.637,7.637,330,-1,25,25,-1,7.576,7.576,84,-1,2,2,-1,2.381,2.381,3,-1,0,0,-1,0,0,0.522,0.65,0.295,0,0,1.172,1.762,2.195,0.996,0,0,3.957,7,14,23,0,0,21,0.586,1.172,1.925,0,0,1.757,3,5,8,0,0,8,0.716,1.193,1.909,0,0,1.909,3,5,6,0,0,8,0.909,1.515,1.818,0,0,2.424,0,1,1,0,0,1,0,1.19,1.19,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0
4,21,21052,"Monguelfo-Tesido",46.436,0,0.734,0.734,0,1.581,1.581,2797,564,20.164,1789,63.961,444,15.874,-1,324,324,-1,11.584,11.584,1023,-1,132,132,-1,12.903,12.903,580,-1,60,60,-1,10.345,10.345,196,-1,48,48,-1,24.49,24.49,11,-1,0,0,-1,0,0,0.97,1.328,0.109,0,0,2.298,2.089,2.86,0.235,0,0,4.949,38,39,1,0,0,77,1.359,1.394,0.036,0,0,2.753,14,12,0,0,0,26,1.369,1.173,0,0,0,2.542,8,12,0,0,0,20,1.379,2.069,0,0,0,3.448,3,2,0,0,0,5,1.531,1.02,0,0,0,2.551,0,0,0,0,0,0,0,0,0,0,0,0
4,21,21069,"Proves",18.369,0,0.036,0.036,0,0.196,0.196,267,45,16.854,181,67.79,41,15.356,-1,1,1,-1,0.375,0.375,86,-1,0,0,-1,0,0,94,-1,0,0,-1,0,0,20,-1,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,1.965,3.861,2.688,0,1.965,0,10.697,21.019,14.633,0,10.697,0,14,20,16,0,14,0,5.243,7.491,5.993,0,5.243,0,5,7,6,0,5,0,5.814,8.14,6.977,0,5.814,0,4,7,5,0,4,0,4.255,7.447,5.319,0,4.255,0,1,2,1,0,1,0,5,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
4,21,21055,"Nalles",12.24,0,0.004,0.004,0,0.033,0.033,1831,292,15.948,1228,67.067,311,16.985,-1,0,0,-1,0,0,777,-1,0,0,-1,0,0,387,-1,0,0,-1,0,0,150,-1,0,0,-1,0,0,5,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,21,21057,"Naz-Sciaves",15.96,0,0.062,0.062,0,0.388,0.388,2886,523,18.122,2074,71.864,289,10.014,-1,88,88,-1,3.049,3.049,1095,-1,34,34,-1,3.105,3.105,671,-1,15,15,-1,2.235,2.235,216,-1,2,2,-1,0.926,0.926,1,-1,0,0,-1,0,0,0.289,0.225,0.064,0,0,0.514,1.811,1.41,0.401,0,0,3.221,14,42,6,0,0,56,0.485,1.455,0.208,0,0,1.94,5,15,2,0,0,20,0.457,1.37,0.183,0,0,1.826,2,8,1,0,0,10,0.298,1.192,0.149,0,0,1.49,0,1,0,0,0,1,0,0.463,0,0,0,0.463,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1012,"Arignano",8.167,1.469,1.515,1.522,17.987,18.55,18.636,1039,159,15.303,693,66.699,187,17.998,40,50,50,3.85,4.812,4.812,402,16,20,20,3.98,4.975,4.975,432,14,18,18,3.241,4.167,4.167,87,6,7,7,6.897,8.046,8.046,3,0,0,0,0,0,0,0.014,0.108,0.014,0,0,0.122,0.171,1.322,0.171,0,0,1.494,0,1,0,0,0,1,0,0.096,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1117,"Gravere",18.987,0.186,0.412,0.703,0.98,2.17,3.703,715,78,10.909,461,64.476,176,24.615,32,232,360,4.476,32.448,50.35,353,15,112,176,4.249,31.728,49.858,811,17,158,288,2.096,19.482,35.512,42,1,12,20,2.381,28.571,47.619,6,0,2,4,0,33.333,66.667,0.85,8.267,0.346,0,0,9.117,4.477,43.54,1.822,0,0,48.017,90,165,109,0,0,255,12.587,23.077,15.245,0,0,35.664,43,80,55,0,0,123,12.181,22.663,15.581,0,0,34.844,76,188,120,0,0,264,9.371,23.181,14.797,0,0,32.552,4,10,7,0,0,14,9.524,23.81,16.667,0,0,33.333,2,1,2,0,0,3,33.333,16.667,33.333,0,0,50
1,1,1204,"Pramollo",22.478,0,0.044,0.055,0,0.196,0.245,242,19,7.851,132,54.545,91,37.603,0,11,16,0,4.545,6.612,136,0,5,7,0,3.676,5.147,479,0,10,17,0,2.088,3.549,5,0,0,0,0,0,0,5,0,0,1,0,0,20,2.289,0.008,0,0,0,2.297,10.183,0.036,0,0,0,10.219,13,0,0,0,0,13,5.372,0,0,0,0,5.372,7,0,0,0,0,7,5.147,0,0,0,0,5.147,17,0,0,0,0,17,3.549,0,0,0,0,3.549,1,0,0,0,0,1,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1205,"Prarostino",10.505,0,0.007,0.007,0,0.067,0.067,1289,175,13.576,828,64.236,286,22.188,0,0,0,0,0,0,560,0,0,0,0,0,0,641,0,0,0,0,0,0,60,0,0,0,0,0,0,9,0,0,0,0,0,0,0.054,0,0.011,0,0,0.054,0.514,0,0.105,0,0,0.514,4,0,1,0,0,4,0.31,0,0.078,0,0,0.31,2,0,0,0,0,2,0.357,0,0,0,0,0.357,2,0,0,0,0,2,0.312,0,0,0,0,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1139,"Luserna San Giovanni",17.741,0.528,1.223,1.77,2.976,6.894,9.977,7531,926,12.296,4558,60.523,2047,27.181,9,170,617,0.12,2.257,8.193,3528,4,82,299,0.113,2.324,8.475,1886,5,38,133,0.265,2.015,7.052,515,7,48,119,1.359,9.32,23.107,29,0,1,1,0,3.448,3.448,0.042,0,0.019,0,0,0.042,0.237,0,0.107,0,0,0.237,21,0,80,0,0,21,0.279,0,1.062,0,0,0.279,12,0,40,0,0,12,0.34,0,1.134,0,0,0.34,8,0,12,0,0,8,0.424,0,0.636,0,0,0.424,1,0,2,0,0,1,0.194,0,0.388,0,0,0.194,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1157,"Moncenisio",4.501,0.059,0.059,0.061,1.311,1.311,1.355,42,5,11.905,31,73.81,6,14.286,2,2,3,4.762,4.762,7.143,28,1,1,2,3.571,3.571,7.143,85,4,4,5,4.706,4.706,5.882,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1.14,0,0,0,0,1.14,25.328,0,0,0,0,25.328,37,0,0,0,0,37,88.095,0,0,0,0,88.095,25,0,0,0,0,25,89.286,0,0,0,0,89.286,75,0,0,0,0,75,88.235,0,0,0,0,88.235,4,0,0,0,0,4,100,0,0,0,0,100,1,0,0,0,0,1,50,0,0,0,0,50
1,1,1163,"Moriondo Torinese",6.49,0.123,0.793,0.951,1.895,12.219,14.653,820,113,13.78,511,62.317,196,23.902,2,36,39,0.244,4.39,4.756,331,1,15,16,0.302,4.532,4.834,364,1,15,17,0.275,4.121,4.67,66,0,4,4,0,6.061,6.061,5,0,0,0,0,0,0,0.179,0,0.01,0,0,0.179,2.758,0,0.154,0,0,2.758,2,0,1,0,0,2,0.244,0,0.122,0,0,0.244,1,0,0,0,0,1,0.302,0,0,0,0,0.302,1,0,0,0,0,1,0.275,0,0,0,0,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1164,"Nichelino",20.563,0.467,2.346,2.588,2.271,11.409,12.586,47851,7035,14.702,30770,64.304,10046,20.994,554,16097,17478,1.158,33.64,36.526,19831,218,6759,7313,1.099,34.083,36.877,4512,65,1571,1703,1.441,34.818,37.744,2540,38,819,888,1.496,32.244,34.961,34,0,2,2,0,5.882,5.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1118,"Groscavallo",92.093,1.903,2.724,2.806,2.066,2.958,3.047,191,14,7.33,102,53.403,75,39.267,38,99,121,19.895,51.832,63.351,110,22,55,69,20,50,62.727,683,129,330,403,18.887,48.316,59.004,18,4,10,13,22.222,55.556,72.222,8,4,5,6,50,62.5,75,4.674,0,0,0,0,4.674,5.075,0,0,0,0,5.075,116,0,0,0,0,116,60.733,0,0,0,0,60.733,65,0,0,0,0,65,59.091,0,0,0,0,59.091,365,0,0,0,0,365,53.441,0,0,0,0,53.441,12,0,0,0,0,12,66.667,0,0,0,0,66.667,3,0,0,0,0,3,37.5,0,0,0,0,37.5
1,1,1206,"Prascorsano",6.242,0.009,0.009,0.009,0.144,0.144,0.144,781,105,13.444,484,61.972,192,24.584,0,0,0,0,0,0,351,0,0,0,0,0,0,410,0,0,0,0,0,0,37,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1207,"Pratiglione",7.88,0.029,0.029,0.029,0.368,0.368,0.368,548,64,11.679,350,63.869,134,24.453,0,0,0,0,0,0,265,0,0,0,0,0,0,361,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0.013,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1197,"Poirino",75.619,0.469,10.859,15.324,0.62,14.36,20.265,10220,1482,14.501,6799,66.526,1939,18.973,8,314,1026,0.078,3.072,10.039,4211,3,122,422,0.071,2.897,10.021,2203,2,72,298,0.091,3.268,13.527,731,1,28,113,0.137,3.83,15.458,29,0,4,6,0,13.793,20.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1166,"Nole",11.353,0.41,0.897,1.586,3.611,7.901,13.97,6910,956,13.835,4557,65.948,1397,20.217,19,77,159,0.275,1.114,2.301,2849,8,31,64,0.281,1.088,2.246,1686,7,26,57,0.415,1.542,3.381,453,2,8,14,0.442,1.766,3.091,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1210,"Quincinetto",17.788,0.6,2.075,2.139,3.373,11.665,12.025,1048,131,12.5,643,61.355,274,26.145,25,928,939,2.385,88.55,89.599,482,12,426,431,2.49,88.382,89.419,725,21,485,491,2.897,66.897,67.724,98,4,86,87,4.082,87.755,88.776,2,0,2,2,0,100,100,1.714,3.863,0.707,0,0,5.577,9.636,21.717,3.975,0,0,31.353,37,78,568,0,0,115,3.531,7.443,54.198,0,0,10.973,17,36,261,0,0,53,3.527,7.469,54.149,0,0,10.996,38,79,288,0,0,117,5.241,10.897,39.724,0,0,16.138,5,9,51,0,0,14,5.102,9.184,52.041,0,0,14.286,0,0,2,0,0,0,0,0,100,0,0,0
3,13,13139,"Magreglio",3.082,0.001,0.001,0.001,0.032,0.032,0.032,645,97,15.039,432,66.977,116,17.984,0,0,0,0,0,0,318,0,0,0,0,0,0,376,0,0,0,0,0,0,45,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1211,"Reano",6.666,0,0.041,0.043,0,0.615,0.645,1689,249,14.742,1075,63.647,365,21.61,0,10,10,0,0.592,0.592,750,0,4,4,0,0.533,0.533,715,0,4,4,0,0.559,0.559,108,0,1,1,0,0.926,0.926,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1134,"Locana",132.517,3.306,5.273,5.891,2.495,3.979,4.445,1601,129,8.057,956,59.713,516,32.23,237,923,1180,14.803,57.651,73.704,832,121,478,599,14.543,57.452,71.995,1939,270,764,960,13.925,39.402,49.51,115,11,78,92,9.565,67.826,80,16,0,15,15,0,93.75,93.75,7.426,9.222,0.183,0,0,16.648,5.604,6.959,0.138,0,0,12.563,266,647,23,0,0,913,16.615,40.412,1.437,0,0,57.027,139,327,11,0,0,466,16.707,39.303,1.322,0,0,56.01,348,416,22,0,0,764,17.947,21.454,1.135,0,0,39.402,6,67,2,0,0,73,5.217,58.261,1.739,0,0,63.478,0,15,0,0,0,15,0,93.75,0,0,0,93.75
1,1,1178,"Pancalieri",15.888,3.034,5.399,7.554,19.096,33.982,47.545,1985,264,13.3,1243,62.62,478,24.081,14,322,605,0.705,16.222,30.479,806,5,132,240,0.62,16.377,29.777,532,4,79,148,0.752,14.85,27.82,159,1,21,42,0.629,13.208,26.415,7,0,3,4,0,42.857,57.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1132,"Lessolo",7.937,0.648,3.106,5.132,8.164,39.133,64.659,1982,239,12.059,1244,62.765,499,25.177,15,668,1731,0.757,33.703,87.336,909,7,300,792,0.77,33.003,87.129,872,6,276,752,0.688,31.651,86.239,141,2,41,117,1.418,29.078,82.979,3,0,3,3,0,100,100,0.129,1.602,1.217,0,0,1.731,1.625,20.184,15.333,0,0,21.809,52,800,776,0,0,852,2.624,40.363,39.152,0,0,42.987,23,357,362,0,0,380,2.53,39.274,39.824,0,0,41.804,22,324,363,0,0,346,2.523,37.156,41.628,0,0,39.679,4,46,52,0,0,50,2.837,32.624,36.879,0,0,35.461,0,3,0,0,0,3,0,100,0,0,0,100
1,1,1133,"Levone",5.391,0,0.06,0.06,0,1.113,1.113,439,47,10.706,268,61.048,124,28.246,0,0,0,0,0,0,221,0,0,0,0,0,0,405,0,0,0,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0.24,0,0.187,0,0,0.24,4.452,0,3.469,0,0,4.452,66,0,181,0,0,66,15.034,0,41.23,0,0,15.034,33,0,92,0,0,33,14.932,0,41.629,0,0,14.932,61,0,169,0,0,61,15.062,0,41.728,0,0,15.062,3,0,7,0,0,3,11.111,0,25.926,0,0,11.111,0,0,1,0,0,0,0,0,100,0,0,0
1,1,1105,"Fiorano Canavese",4.346,1.178,2.135,3.039,27.105,49.126,69.926,837,114,13.62,489,58.423,234,27.957,11,11,704,1.314,1.314,84.11,384,6,6,323,1.563,1.563,84.115,355,6,6,290,1.69,1.69,81.69,39,0,0,34,0,0,87.179,2,0,0,1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1200,"Porte",4.448,0.243,0.253,0.287,5.463,5.688,6.452,1113,171,15.364,697,62.624,245,22.013,42,76,159,3.774,6.828,14.286,504,20,34,71,3.968,6.746,14.087,333,13,21,43,3.904,6.306,12.913,66,1,6,10,1.515,9.091,15.152,2,0,0,0,0,0,0,0.139,0,0,0,0,0.139,3.125,0,0,0,0,3.125,39,0,0,0,0,39,3.504,0,0,0,0,3.504,16,0,0,0,0,16,3.175,0,0,0,0,3.175,10,0,0,0,0,10,3.003,0,0,0,0,3.003,5,0,0,0,0,5,7.576,0,0,0,0,7.576,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1129,"Lauriano",14.29,2.33,3.628,4.172,16.305,25.388,29.195,1493,196,13.128,972,65.104,325,21.768,21,35,54,1.407,2.344,3.617,680,9,15,24,1.324,2.206,3.529,725,9,15,26,1.241,2.069,3.586,78,4,6,8,5.128,7.692,10.256,9,0,0,0,0,0,0,2.212,0.002,0,0,0,2.214,15.479,0.014,0,0,0,15.493,47,0,0,0,0,47,3.148,0,0,0,0,3.148,20,0,0,0,0,20,2.941,0,0,0,0,2.941,30,0,0,0,0,30,4.138,0,0,0,0,4.138,3,0,0,0,0,3,3.846,0,0,0,0,3.846,1,0,0,0,0,1,11.111,0,0,0,0,11.111
1,1,1127,"La Loggia",12.793,3.132,5.849,8.744,24.482,45.72,68.35,8631,1389,16.093,5775,66.91,1467,16.997,171,403,1304,1.981,4.669,15.108,3519,67,163,512,1.904,4.632,14.55,1219,41,96,264,3.363,7.875,21.657,536,23,43,91,4.291,8.022,16.978,3,1,1,1,33.333,33.333,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1179,"Parella",2.689,0.37,1.164,1.686,13.76,43.287,62.7,468,54,11.538,308,65.812,106,22.65,10,91,189,2.137,19.444,40.385,233,4,45,93,1.717,19.313,39.914,204,3,38,80,1.471,18.627,39.216,36,1,7,14,2.778,19.444,38.889,2,0,0,0,0,0,0,0.031,0.089,0.003,0,0,0.12,1.153,3.31,0.112,0,0,4.463,4,134,0,0,0,138,0.855,28.632,0,0,0,29.487,2,68,0,0,0,70,0.858,29.185,0,0,0,30.043,2,60,0,0,0,62,0.98,29.412,0,0,0,30.392,0,10,0,0,0,10,0,27.778,0,0,0,27.778,0,1,0,0,0,1,0,50,0,0,0,50
1,1,1185,"Perosa Canavese",4.708,0.724,1.622,3.15,15.378,34.452,66.907,556,70,12.59,355,63.849,131,23.561,26,259,335,4.676,46.583,60.252,264,13,125,158,4.924,47.348,59.848,235,11,107,144,4.681,45.532,61.277,35,2,16,21,5.714,45.714,60,2,0,1,2,0,50,100,0,0.172,0.092,0,0,0.172,0,3.653,1.954,0,0,3.653,0,229,20,0,0,229,0,41.187,3.597,0,0,41.187,0,110,9,0,0,110,0,41.667,3.409,0,0,41.667,0,95,8,0,0,95,0,40.426,3.404,0,0,40.426,0,14,1,0,0,14,0,40,2.857,0,0,40,0,1,0,0,0,1,0,50,0,0,0,50
1,1,1153,"Mombello di Torino",4.082,0.107,0.107,0.107,2.621,2.621,2.621,411,59,14.355,276,67.153,76,18.491,1,1,1,0.243,0.243,0.243,158,1,1,1,0.633,0.633,0.633,179,1,1,1,0.559,0.559,0.559,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13,13044,"Carate Urio",6.944,1.518,1.676,1.704,21.861,24.136,24.539,1216,142,11.678,779,64.063,295,24.26,63,102,166,5.181,8.388,13.651,574,29,48,78,5.052,8.362,13.589,533,30,46,74,5.629,8.63,13.884,81,3,6,10,3.704,7.407,12.346,12,5,7,8,41.667,58.333,66.667,0.004,0.059,0.149,0,0,0.063,0.058,0.85,2.146,0,0,0.907,0,8,12,0,0,8,0,0.658,0.987,0,0,0.658,0,4,6,0,0,4,0,0.697,1.045,0,0,0.697,0,3,4,0,0,3,0,0.563,0.75,0,0,0.563,0,1,1,0,0,1,0,1.235,1.235,0,0,1.235,0,4,1,0,0,4,0,33.333,8.333,0,0,33.333
